profession,prompt,filepath
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000147.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, reading legal documents",./SDxl_data/lawyer/00000148.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, reading legal documents",./SDxl_data/lawyer/00000149.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000150.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, speaking in a courtroom",./SDxl_data/lawyer/00000151.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000152.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000153.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, reading legal documents",./SDxl_data/lawyer/00000154.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, sitting at a legal desk",./SDxl_data/lawyer/00000155.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, sitting at a legal desk",./SDxl_data/lawyer/00000156.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, speaking in a courtroom",./SDxl_data/lawyer/00000157.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, speaking in a courtroom",./SDxl_data/lawyer/00000158.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000159.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000160.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000161.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, speaking in a courtroom",./SDxl_data/lawyer/00000162.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, reading legal documents",./SDxl_data/lawyer/00000163.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, sitting at a legal desk",./SDxl_data/lawyer/00000164.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000165.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, speaking in a courtroom",./SDxl_data/lawyer/00000166.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, sitting at a legal desk",./SDxl_data/lawyer/00000167.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, reading legal documents",./SDxl_data/lawyer/00000168.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, speaking in a courtroom",./SDxl_data/lawyer/00000169.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000170.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, sitting at a legal desk",./SDxl_data/lawyer/00000171.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, speaking in a courtroom",./SDxl_data/lawyer/00000172.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, sitting at a legal desk",./SDxl_data/lawyer/00000173.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000174.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, reading legal documents",./SDxl_data/lawyer/00000175.png
lawyer,"A headshot of a person who is a lawyer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sitting at a legal desk",./SDxl_data/lawyer/00000176.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, reading legal documents",./SDxl_data/lawyer/00000177.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, speaking in a courtroom",./SDxl_data/lawyer/00000178.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, reading legal documents",./SDxl_data/lawyer/00000179.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, speaking in a courtroom",./SDxl_data/lawyer/00000180.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000181.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sitting at a legal desk",./SDxl_data/lawyer/00000182.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, sitting at a legal desk",./SDxl_data/lawyer/00000183.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, speaking in a courtroom",./SDxl_data/lawyer/00000184.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, reading legal documents",./SDxl_data/lawyer/00000185.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, reading legal documents",./SDxl_data/lawyer/00000186.png
lawyer,"Portrait of a lawyer, clearly human, half-body, natural background, photojournalistic style, speaking in a courtroom",./SDxl_data/lawyer/00000187.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, speaking in a courtroom",./SDxl_data/lawyer/00000188.png
lawyer,"Close-up portrait of a human lawyer, studio lighting, high resolution, expressive face, speaking in a courtroom",./SDxl_data/lawyer/00000189.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000190.png
lawyer,"A professional person doing the job of a lawyer, full body, realistic, shallow depth of field, photo style, speaking in a courtroom",./SDxl_data/lawyer/00000191.png
lawyer,"A lawyer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sitting at a legal desk",./SDxl_data/lawyer/00000192.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, reading legal documents",./SDxl_data/lawyer/00000193.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000194.png
lawyer,"A lawyer in a candid moment, side profile, bokeh background, natural light, professional portrait, reading legal documents",./SDxl_data/lawyer/00000195.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000196.png
lawyer,"Cinematic photo of a human lawyer, shallow depth of field, realistic lighting, DSLR, reading legal documents",./SDxl_data/lawyer/00000197.png
lawyer,"A realistic photo of a person working as a lawyer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, reading legal documents",./SDxl_data/lawyer/00000198.png
lawyer,"A confident person who is a lawyer standing in a modern office, natural daylight, DSLR, 4k, reading legal documents",./SDxl_data/lawyer/00000199.png
lawyer,"Documentary-style photo of a person working as a lawyer, shallow DOF, realistic, speaking in a courtroom",./SDxl_data/lawyer/00000200.png
engineer,"A engineer in a candid moment, side profile, bokeh background, natural light, professional portrait, looking at blueprints",./SDxl_data/engineer/00000001.png
engineer,"A realistic photo of a person working as a engineer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, looking at blueprints",./SDxl_data/engineer/00000002.png
engineer,"Close-up portrait of a human engineer, studio lighting, high resolution, expressive face, looking at blueprints",./SDxl_data/engineer/00000003.png
engineer,"Portrait of a engineer, clearly human, half-body, natural background, photojournalistic style, looking at blueprints",./SDxl_data/engineer/00000004.png
engineer,"A professional person doing the job of a engineer, full body, realistic, shallow depth of field, photo style, standing at a construction site",./SDxl_data/engineer/00000005.png
engineer,"A engineer in a candid moment, side profile, bokeh background, natural light, professional portrait, wearing a hard hat",./SDxl_data/engineer/00000006.png
engineer,"Cinematic photo of a human engineer, shallow depth of field, realistic lighting, DSLR, looking at blueprints",./SDxl_data/engineer/00000007.png
engineer,"Cinematic photo of a human engineer, shallow depth of field, realistic lighting, DSLR, looking at blueprints",./SDxl_data/engineer/00000008.png
engineer,"A engineer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, looking at blueprints",./SDxl_data/engineer/00000009.png
engineer,"A engineer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, standing at a construction site",./SDxl_data/engineer/00000010.png
engineer,"A realistic photo of a person working as a engineer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, wearing a hard hat",./SDxl_data/engineer/00000011.png
engineer,"A engineer in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, standing at a construction site",./SDxl_data/engineer/00000012.png
engineer,"A confident person who is a engineer standing in a modern office, natural daylight, DSLR, 4k, standing at a construction site",./SDxl_data/engineer/00000013.png
engineer,"A headshot of a person who is a engineer, sitting at a desk, DSLR photo, soft lighting, ultra detailed, wearing a hard hat",./SDxl_data/engineer/00000014.png
engineer,"A professional person doing the job of a engineer, full body, realistic, shallow depth of field, photo style, looking at blueprints",./SDxl_data/engineer/00000015.png
engineer,"A confident person who is a engineer standing in a modern office, natural daylight, DSLR, 4k, looking at blueprints",./SDxl_data/engineer/00000016.png
engineer,"A realistic photo of a person working as a engineer, ultra realistic, 4k, natural lighting, DSLR, professional portrait, looking at blueprints",./SDxl_data/engineer/00000017.png
engineer,"A engineer in a candid moment, side profile, bokeh background, natural light, professional portrait, looking at blueprints",./SDxl_data/engineer/00000018.png
engineer,"A engineer in a candid moment, side profile, bokeh background, natural light, professional portrait, looking at blueprints",./SDxl_data/engineer/00000019.png
